Iso3_code,Year,population
IND,1996,979678458
IND,1995,960301044
IND,1994,941163767
IND,1993,922118387
IND,1992,902957070
IND,1991,883927600
IND,1990,864972221
IRL,2023,5307600
IRL,2022,5212836
IRL,2021,5110585
IRL,2020,5039747
IRL,2019,4976456
IRL,2018,4898022
IRL,2017,4827445
IRL,2016,4762722
IRL,2015,4701957
IRL,2014,4657740
IRL,2013,4623816
IRL,2012,4599533
IRL,2011,4580084
IRL,2010,4560155
IRL,2009,4535375
IRL,2008,4489544
IRL,2007,4398942
IRL,2006,4273591
IRL,2005,4159914
IRL,2004,4070262
IRL,2003,3996521
IRL,2002,3931947
IRL,2001,3866243
IRL,2000,3805174
IRL,1999,3754786
IRL,1998,3712696
IRL,1997,3674171
IRL,1996,3637510
IRL,1995,3608841
IRL,1994,3590386
IRL,1993,3576261
IRL,1992,3558430
IRL,1991,3534235
IRL,1990,3513974
IRQ,2023,45074049
IRQ,2022,44070551
IRQ,2021,43071211
IRQ,2020,42116605
IRQ,2019,41192171
IRQ,2018,40265624
IRQ,2017,39337353
IRQ,2016,38469627
IRQ,2015,37560535
IRQ,2014,36550059
IRQ,2013,35281989
IRQ,2012,33654842
IRQ,2011,32161424
IRQ,2010,31045366
IRQ,2009,30058206
IRQ,2008,28971036
IRQ,2007,28391607
IRQ,2006,28616515
IRQ,2005,28407448
IRQ,2004,27577878
IRQ,2003,26802659
IRQ,2002,26006559
IRQ,2001,25197840
IRQ,2000,24424056
IRQ,1999,23636527
IRQ,1998,22884399
IRQ,1997,22176593
IRQ,1996,21501321
IRQ,1995,20825860
IRQ,1994,20139807
IRQ,1993,19201195
IRQ,1992,18300845
IRQ,1991,17767253
IRQ,1990,17581206
ISR,2023,9849000
ISR,2022,9557500
ISR,2021,9371400
ISR,2020,9215100
ISR,2019,9054000
ISR,2018,8882800
ISR,2017,8713300
ISR,2016,8546000
ISR,2015,8380100
ISR,2014,8215700
ISR,2013,8059500
ISR,2012,7910500
ISR,2011,7765800
ISR,2010,7623600
ISR,2009,7485600
ISR,2008,7308800
ISR,2007,7180100
ISR,2006,7053700
ISR,2005,6930100
ISR,2004,6809000
ISR,2003,6689700
ISR,2002,6570000
ISR,2001,6439000
ISR,2000,6289000
ISR,1999,6125000
ISR,1998,5971000
ISR,1997,5836000
ISR,1996,5692000
ISR,1995,5545000
ISR,1994,5399000
ISR,1993,5261000
ISR,1992,5123000
ISR,1991,4949000
ISR,1990,4660000
JAM,2023,2839786
JAM,2022,2839144
JAM,2021,2837682
JAM,2020,2830739
JAM,2019,2823271
JAM,2018,2820097
JAM,2017,2815764
JAM,2016,2809915
JAM,2015,2802534
JAM,2014,2793749
JAM,2013,2783687
JAM,2012,2772430
JAM,2011,2760494
JAM,2010,2748568
JAM,2009,2736995
JAM,2008,2725635
JAM,2007,2713800
JAM,2006,2700968
JAM,2005,2687066
JAM,2004,2672225
JAM,2003,2656623
JAM,2002,2640572
JAM,2001,2624403
JAM,2000,2607826
JAM,1999,2589795
JAM,1998,2569736
JAM,1997,2547848
JAM,1996,2524463
JAM,1995,2500151
JAM,1994,2475220
JAM,1993,2449916
JAM,1992,2424701
JAM,1991,2400869
JAM,1990,2379877
KAZ,2023,20330104
KAZ,2022,20034609
KAZ,2021,19743603
KAZ,2020,19482117
KAZ,2019,19209555
KAZ,2018,18932727
KAZ,2017,18651931
KAZ,2016,18363600
KAZ,2015,18084169
KAZ,2014,17816285
KAZ,2013,17556502
KAZ,2012,17306106
KAZ,2011,17066002
KAZ,2010,16836810
KAZ,2009,16619846
KAZ,2008,16426525
KAZ,2007,16257214
KAZ,2006,16103716
KAZ,2005,15968117
KAZ,2004,15850159
KAZ,2003,15747380
KAZ,2002,15656677
KAZ,2001,15575550
KAZ,2000,15501103
KAZ,1999,15455874
KAZ,1998,15647785
KAZ,1997,16043251
KAZ,1996,16416027
KAZ,1995,16730536
KAZ,1994,17043771
KAZ,1993,17274487
KAZ,1992,17332625
KAZ,1991,17278600
KAZ,1990,17154054
KOR,2023,51712619
KOR,2022,51672569
KOR,2021,51769539
KOR,2020,51836239
KOR,2019,51764822
KOR,2018,51585058
KOR,2017,51361911
KOR,2016,51217803
KOR,2015,51014947
KOR,2014,50746659
KOR,2013,50428893
KOR,2012,50199853
KOR,2011,49936638
KOR,2010,49554112
KOR,2009,49307835
KOR,2008,49054708
KOR,2007,48683638
KOR,2006,48438292
KOR,2005,48184561
KOR,2004,48082519
KOR,2003,47892330
KOR,2002,47644736
KOR,2001,47370164
KOR,2000,47008111
KOR,1999,46616677
KOR,1998,46286503
KOR,1997,45953580
KOR,1996,45524681
KOR,1995,45092991
KOR,1994,44641540
KOR,1993,44194628
KOR,1992,43747962
KOR,1991,43295704
KOR,1990,42869283
LSO,2023,2311472
LSO,2022,2286110
LSO,2021,2261542
LSO,2020,2235727
LSO,2019,2209405
LSO,2018,2183603
LSO,2017,2157110
LSO,2016,2130422
LSO,2015,2104611
LSO,2014,2080089
LSO,2013,2056504
LSO,2012,2034354
LSO,2011,2014009
LSO,2010,1996251
LSO,2009,1980883
LSO,2008,1966541
LSO,2007,1953268
LSO,2006,1945063
LSO,2005,1953076
LSO,2004,1971129
LSO,2003,1985059
LSO,2002,1994679
LSO,2001,2000853
LSO,2000,2003913
LSO,1999,2003234
LSO,1998,1998049
LSO,1997,1988130
LSO,1996,1972418
LSO,1995,1951437
LSO,1994,1927707
LSO,1993,1901793
LSO,1992,1873274
LSO,1991,1842379
LSO,1990,1809696
MDA,2023,2457783
MDA,2022,2528654
MDA,2021,2595809
MDA,2020,2635130
MDA,2019,2664224
MDA,2018,2707203
MDA,2017,2755189
MDA,2016,2803186
MDA,2015,2835978
MDA,2014,2857815
MDA,2013,2859558
MDA,2012,2860324
MDA,2011,2860699
MDA,2010,2862354
MDA,2009,2865213
MDA,2008,2868833
MDA,2007,2874299
MDA,2006,2880967
MDA,2005,2888985
MDA,2004,2896023
MDA,2003,2903198
MDA,2002,2911385
MDA,2001,2918135
MDA,2000,2924668
MDA,1999,2930622
MDA,1998,2935227
MDA,1997,2936413
MDA,1996,2947293
MDA,1995,2953200
MDA,1994,2966745
MDA,1993,2975966
MDA,1992,2980965
MDA,1991,2981566
MDA,1990,2977912
MDV,2023,525994
MDV,2022,524106
MDV,2021,516154
MDV,2020,502118
MDV,2019,487731
MDV,2018,473099
MDV,2017,458287
MDV,2016,443308
MDV,2015,428154
MDV,2014,413617
MDV,2013,400070
MDV,2012,386818
MDV,2011,373674
MDV,2010,360792
MDV,2009,348275
MDV,2008,336170
MDV,2007,324479
MDV,2006,313851
MDV,2005,306429
MDV,2004,301413
MDV,2003,296491
MDV,2002,291616
MDV,2001,286767
MDV,2000,282019
MDV,1999,277412
MDV,1998,272723
MDV,1997,267707
MDV,1996,262347
MDV,1995,256649
MDV,1994,250822
MDV,1993,244884
MDV,1992,238543
MDV,1991,231802
MDV,1990,224762
MMR,2023,54133798
MMR,2022,53756787
MMR,2021,53387102
MMR,2020,53016522
MMR,2019,52640713
MMR,2018,52272247
MMR,2017,51894938
MMR,2016,51495696
MMR,2015,51089056
MMR,2014,50681634
MMR,2013,50262658
MMR,2012,49837446
MMR,2011,49419820
MMR,2010,49024382
MMR,2009,48660459
MMR,2008,48390793
MMR,2007,48125043
MMR,2006,47785135
MMR,2005,47438365
MMR,2004,47068772
MMR,2003,46667192
MMR,2002,46232653
MMR,2001,45771139
MMR,2000,45290841
MMR,1999,44787724
MMR,1998,44257793
MMR,1997,43708798
MMR,1996,43154860
MMR,1995,42605338
MMR,1994,42055143
MMR,1993,41502429
MMR,1992,40950342
MMR,1991,40394154
MMR,1990,39817251
MYS,2023,35126298
MYS,2022,34695493
MYS,2021,34282399
MYS,2020,33889558
MYS,2019,33440596
MYS,2018,32910967
MYS,2017,32355644
MYS,2016,31789685
MYS,2015,31232798
MYS,2014,30696137
MYS,2013,30174265
MYS,2012,29662831
MYS,2011,29162039
MYS,2010,28655776
MYS,2009,28124778
MYS,2008,27570059
MYS,2007,26998389
MYS,2006,26417909
MYS,2005,25836071
MYS,2004,25256772
MYS,2003,24679602
MYS,2002,24102477
MYS,2001,23526538
MYS,2000,22967816
MYS,1999,22435531
MYS,1998,21906713
MYS,1997,21375218
MYS,1996,20850087
MYS,1995,20330599
MYS,1994,19820446
MYS,1993,19322664
MYS,1992,18834572
MYS,1991,18342464
MYS,1990,17833171
NIC,2023,6823613
NIC,2022,6730654
NIC,2021,6644741
NIC,2020,6565267
NIC,2019,6483657
NIC,2018,6400080
NIC,2017,6316231
NIC,2016,6232666
NIC,2015,6149417
NIC,2014,6066492
NIC,2013,5983845
NIC,2012,5901287
NIC,2011,5819051
NIC,2010,5737450
NIC,2009,5656601
NIC,2008,5576593
NIC,2007,5497243
NIC,2006,5418855
NIC,2005,5342105
NIC,2004,5272912
NIC,2003,5210963
NIC,2002,5149909
NIC,2001,5087825
NIC,2000,5022633
NIC,1999,4954018
NIC,1998,4883655
NIC,1997,4809573
NIC,1996,4729974
NIC,1995,4642931
NIC,1994,4549316
NIC,1993,4453732
NIC,1992,4357026
NIC,1991,4259637
NIC,1990,4162559
NLD,2023,17877117
NLD,2022,17700982
NLD,2021,17533044
NLD,2020,17441500
NLD,2019,17344874
NLD,2018,17231624
NLD,2017,17131296
NLD,2016,17030314
NLD,2015,16939923
NLD,2014,16865008
NLD,2013,16804432
NLD,2012,16754962
NLD,2011,16693074
NLD,2010,16615394
NLD,2009,16530388
NLD,2008,16445593
NLD,2007,16381696
NLD,2006,16346101
NLD,2005,16319868
NLD,2004,16281779
NLD,2003,16225302
NLD,2002,16148929
NLD,2001,16046180
NLD,2000,15925513
NLD,1999,15812088
NLD,1998,15707209
NLD,1997,15610650
NLD,1996,15530498
NLD,1995,15459006
NLD,1994,15382838
NLD,1993,15290368
NLD,1992,15184166
NLD,1991,15069798
NLD,1990,14951510
NPL,2023,29694614
NPL,2022,29715436
NPL,2021,29475010
NPL,2020,28966574
NPL,2019,28414064
NPL,2018,28079689
NPL,2017,28011258
NPL,2016,27955462
NPL,2015,27823629
NPL,2014,27672370
NPL,2013,27589996
NPL,2012,27534915
NPL,2011,27464494
NPL,2010,27341952
NPL,2009,27173035
NPL,2008,26990037
NPL,2007,26788492
NPL,2006,26565425
NPL,2005,26309458
NPL,2004,26016656
NPL,2003,25688758
NPL,2002,25328981
NPL,2001,24946748
NPL,2000,24546509
NPL,1999,24125199
NPL,1998,23680357
NPL,1997,23219463
NPL,1996,22741862
NPL,1995,22245439
NPL,1994,21717479
NPL,1993,21180159
NPL,1992,20609707
NPL,1991,20036500
NPL,1990,19524573
NZL,2023,5245000
NZL,2022,5117100
NZL,2021,5111300
NZL,2020,5090200
NZL,2019,4979200
NZL,2018,4900600
NZL,2017,4813600
NZL,2016,4714100
NZL,2015,4609400
NZL,2014,4516500
NZL,2013,4442100
NZL,2012,4408100
NZL,2011,4384000
NZL,2010,4350700
NZL,2009,4302600
NZL,2008,4259800
NZL,2007,4223800
NZL,2006,4184600
NZL,2005,4133900
NZL,2004,4087500
NZL,2003,4027200
NZL,2002,3948500
NZL,2001,3880500
NZL,2000,3857700
NZL,1999,3835100
NZL,1998,3815000
NZL,1997,3781300
NZL,1996,3732000
NZL,1995,3673400
NZL,1994,3620000
NZL,1993,3572200
NZL,1992,3531700
NZL,1991,3495100
NZL,1990,3329800
PAK,2023,247504495
PAK,2022,243700667
PAK,2021,239477801
PAK,2020,235001746
PAK,2019,230800899
PAK,2018,226928892
PAK,2017,223273967
PAK,2016,220138869
PAK,2015,217290883
PAK,2014,214264647
PAK,2013,211073978
PAK,2012,207667125
PAK,2011,203746065
PAK,2010,199239047
PAK,2009,194376534
PAK,2008,189499113
PAK,2007,184493231
PAK,2006,179682690
PAK,2005,175453212
PAK,2004,171286000
PAK,2003,167110248
PAK,2002,163222549
PAK,2001,159270907
PAK,2000,154879127
PAK,1999,150565377
PAK,1998,146522356
PAK,1997,142531804
PAK,1996,138557092
PAK,1995,134582253
PAK,1994,130748083
PAK,1993,127020117
PAK,1992,123546848
PAK,1991,120060406
PAK,1990,116155576
PHL,2023,114891199
PHL,2022,113964338
PHL,2021,113100950
PHL,2020,112081264
PHL,2019,110804683
PHL,2018,109465287
PHL,2017,108119693
PHL,2016,106735719
PHL,2015,105312992
PHL,2014,103767130
PHL,2013,102076336
PHL,2012,100175512
PHL,2011,98248614
PHL,2010,96337125
PHL,2009,94384250
PHL,2008,92699095
PHL,2007,91075184
PHL,2006,89508986
PHL,2005,88015962
PHL,2004,86394504
PHL,2003,84731835
PHL,2002,83068889
PHL,2001,81401488
PHL,2000,79625397
PHL,1999,77753257
PHL,1998,75791024
PHL,1997,73908810
PHL,1996,72190242
PHL,1995,70546246
PHL,1994,69019291
PHL,1993,67530621
PHL,1992,65926125
PHL,1991,64382249
PHL,1990,62854666
POL,2023,36687353
POL,2022,36821749
POL,2021,36981559
POL,2020,37515748
POL,2019,37965475
POL,2018,37974750
POL,2017,37974826
POL,2016,37970087
POL,2015,37986412
POL,2014,38011735
POL,2013,38040196
POL,2012,38063164
POL,2011,38063255
POL,2010,38042794
POL,2009,38151603
POL,2008,38125759
POL,2007,38120560
POL,2006,38141267
POL,2005,38165445
POL,2004,38182222
POL,2003,38204570
POL,2002,38230364
POL,2001,38248076
POL,2000,38258629
POL,1999,38660271
POL,1998,38663481
POL,1997,38649660
POL,1996,38624370
POL,1995,38594998
POL,1994,38542652
POL,1993,38461408
POL,1992,38363667
POL,1991,38246193
POL,1990,38110782
PRI,2023,3203792
PRI,2022,3220137
PRI,2021,3262711
PRI,2020,3281590
PRI,2019,3302691
PRI,2018,3290690
PRI,2017,3410837
PRI,2016,3480432
PRI,2015,3535167
PRI,2014,3585017
PRI,2013,3631427
PRI,2012,3661045
PRI,2011,3693464
PRI,2010,3724465
PRI,2009,3740410
PRI,2008,3760866
PRI,2007,3782995
PRI,2006,3805214
PRI,2005,3821362
PRI,2004,3826878
PRI,2003,3826095
PRI,2002,3823701
PRI,2001,3818774
PRI,2000,3810605
PRI,1999,3800081
PRI,1998,3781101
PRI,1997,3759430
PRI,1996,3724655
PRI,1995,3683103
PRI,1994,3649237
PRI,1993,3615497
PRI,1992,3585176
PRI,1991,3562110
PRI,1990,3537000
PRT,2023,10578174
PRT,2022,10434332
PRT,2021,10361831
PRT,2020,10297081
PRT,2019,10286263
PRT,2018,10283822
PRT,2017,10300300
PRT,2016,10325452
PRT,2015,10358076
PRT,2014,10401062
PRT,2013,10457295
PRT,2012,10514844
PRT,2011,10557560
PRT,2010,10573100
PRT,2009,10568247
PRT,2008,10558177
PRT,2007,10542964
PRT,2006,10522288
PRT,2005,10503330
PRT,2004,10483861
PRT,2003,10458821
PRT,2002,10419631
PRT,2001,10362722
PRT,2000,10289898
PRT,1999,10217828
PRT,1998,10160196
PRT,1997,10108977
PRT,1996,10063945
PRT,1995,10026176
PRT,1994,9991525
PRT,1993,9964675
PRT,1992,9952494
PRT,1991,9960235
PRT,1990,9983218
QAT,2023,2656032
QAT,2022,2657333
QAT,2021,2504910
QAT,2020,2794148
QAT,2019,2638657
QAT,2018,2580734
QAT,2017,2545820
QAT,2016,2477113
QAT,2015,2344557
QAT,2014,2151745
QAT,2013,1916426
QAT,2012,1722438
QAT,2011,1624761
QAT,2010,1616832
QAT,2009,1608903
QAT,2008,1426938
QAT,2007,1208595
QAT,2006,972831
QAT,2005,825408
QAT,2004,773332
QAT,2003,744682
QAT,2002,711205
QAT,2001,677925
QAT,2000,644989
QAT,1999,612500
QAT,1998,580540
QAT,1997,550500
QAT,1996,529019
QAT,1995,514325
QAT,1994,499459
QAT,1993,484545
QAT,1992,469657
QAT,1991,454853
QAT,1990,440175
ROU,2023,19059479
ROU,2022,19048502
ROU,2021,19122059
ROU,2020,19265250
ROU,2019,19371648
ROU,2018,19473970
ROU,2017,19588715
ROU,2016,19702267
ROU,2015,19815616
ROU,2014,19908979
ROU,2013,19983693
ROU,2012,20058035
ROU,2011,20147528
ROU,2010,20246871
ROU,2009,20367487
ROU,2008,20537875
ROU,2007,20882982
ROU,2006,21193760
ROU,2005,21319685
ROU,2004,21451748
ROU,2003,21574326
ROU,2002,21730496
ROU,2001,22131970
ROU,2000,22442971
ROU,1999,22472040
ROU,1998,22507344
ROU,1997,22553978
ROU,1996,22619004
ROU,1995,22684270
ROU,1994,22730211
ROU,1993,22763280
ROU,1992,22794284
ROU,1991,23001155
ROU,1990,23201835
SGP,2023,5917648
SGP,2022,5637022
SGP,2021,5453566
SGP,2020,5685807
SGP,2019,5703569
SGP,2018,5638676
SGP,2017,5612253
SGP,2016,5607283
SGP,2015,5535002
SGP,2014,5469724
SGP,2013,5399162
SGP,2012,5312437
SGP,2011,5183688
SGP,2010,5076732
SGP,2009,4987573
SGP,2008,4839396
SGP,2007,4588599
SGP,2006,4401365
SGP,2005,4265762
SGP,2004,4166664
SGP,2003,4114826
SGP,2002,4175950
SGP,2001,4138012
SGP,2000,4027887
SGP,1999,3958723
SGP,1998,3927213
SGP,1997,3796038
SGP,1996,3670704
SGP,1995,3524506
SGP,1994,3419048
SGP,1993,3313471
SGP,1992,3230698
SGP,1991,3135083
SGP,1990,3047132
STP,2023,230871
STP,2022,226305
STP,2021,221961
STP,2020,217435
STP,2019,213392
STP,2018,210187
STP,2017,206970
STP,2016,203689
STP,2015,200291
STP,2014,196767
STP,2013,193148
STP,2012,189439
STP,2011,185649
STP,2010,181802
STP,2009,177853
STP,2008,173793
STP,2007,169700
STP,2006,165638
STP,2005,161639
STP,2004,157705
STP,2003,153814
STP,2002,149922
STP,2001,146375
STP,2000,144018
STP,1999,142442
STP,1998,140751
STP,1997,138922
STP,1996,136962
STP,1995,134895
STP,1994,132732
STP,1993,130467
STP,1992,128110
STP,1991,125697
STP,1990,122980
SWE,2023,10536632
SWE,2022,10486941
SWE,2021,10415811
SWE,2020,10353442
SWE,2019,10278887
SWE,2018,10175214
SWE,2017,10057698
SWE,2016,9923085
SWE,2015,9799186
SWE,2014,9696110
SWE,2013,9600379
SWE,2012,9519374
SWE,2011,9449213
SWE,2010,9378126
SWE,2009,9298515
SWE,2008,9219637
SWE,2007,9148092
SWE,2006,9080505
SWE,2005,9029572
SWE,2004,8993531
SWE,2003,8958229
SWE,2002,8924958
SWE,2001,8895960
SWE,2000,8872109
SWE,1999,8857874
SWE,1998,8850974
SWE,1997,8846062
SWE,1996,8840998
SWE,1995,8826939
SWE,1994,8780745
SWE,1993,8718561
SWE,1992,8668067
SWE,1991,8617375
SWE,1990,8558835
SWZ,2023,1230506
SWZ,2022,1218917
SWZ,2021,1206593
SWZ,2020,1192729
SWZ,2019,1179874
SWZ,2018,1168929
SWZ,2017,1158195
SWZ,2016,1149507
SWZ,2015,1142813
SWZ,2014,1136299
SWZ,2013,1129990
SWZ,2012,1123863
SWZ,2011,1117833
SWZ,2010,1111650
SWZ,2009,1105153
SWZ,2008,1098091
SWZ,2007,1090705
SWZ,2006,1084436
SWZ,2005,1079022
SWZ,2004,1073159
SWZ,2003,1066700
SWZ,2002,1059441
SWZ,2001,1051064
SWZ,2000,1041414
SWZ,1999,1030782
SWZ,1998,1019653
SWZ,1997,1006635
SWZ,1996,989841
SWZ,1995,970433
SWZ,1994,971212
SWZ,1993,971318
SWZ,1992,943416
SWZ,1991,908189
SWZ,1990,872428
TCA,2023,46198
TCA,2022,45847
TCA,2021,45243
TCA,2020,44386
TCA,2019,43166
TCA,2018,41559
TCA,2017,39913
TCA,2016,38315
TCA,2015,36605
TCA,2014,35050
TCA,2013,33653
TCA,2012,32127
TCA,2011,30846
TCA,2010,29739
TCA,2009,28588
TCA,2008,27427
TCA,2007,26270
TCA,2006,25123
TCA,2005,23988
TCA,2004,22856
TCA,2003,21727
TCA,2002,20597
TCA,2001,19576
TCA,2000,18730
TCA,1999,17959
TCA,1998,17212
TCA,1997,16482
TCA,1996,15765
TCA,1995,15052
TCA,1994,14344
TCA,1993,13648
TCA,1992,12970
TCA,1991,12305
TCA,1990,11688
THA,2023,71702435
THA,2022,71735329
THA,2021,71727332
THA,2020,71641484
THA,2019,71522271
THA,2018,71376079
THA,2017,71160187
THA,2016,70859841
THA,2015,70540795
THA,2014,70216367
THA,2013,69845114
THA,2012,69436098
THA,2011,69007208
THA,2010,68579447
THA,2009,68121080
THA,2008,67619830
THA,2007,67102394
THA,2006,66567687
THA,2005,66017420
THA,2004,65452047
THA,2003,64868166
THA,2002,64266437
THA,2001,63651141
THA,2000,63007815
THA,1999,62299043
THA,1998,61522630
THA,1997,60724584
THA,1996,59920064
THA,1995,59098232
THA,1994,58260854
THA,1993,57408198
THA,1992,56528834
THA,1991,55637434
THA,1990,54738329
TJK,2023,10389799
TJK,2022,10182222
TJK,2021,9966908
TJK,2020,9749310
TJK,2019,9529966
TJK,2018,9307333
TJK,2017,9085946
TJK,2016,8865631
TJK,2015,8643840
TJK,2014,8425552
TJK,2013,8216724
TJK,2012,8014084
TJK,2011,7824785
TJK,2010,7652141
TJK,2009,7490230
TJK,2008,7338403
TJK,2007,7194477
TJK,2006,7057566
TJK,2005,6924720
TJK,2004,6790547
TJK,2003,6658575
TJK,2002,6531669
TJK,2001,6407377
TJK,2000,6284735
TJK,1999,6208370
TJK,1998,6176397
TJK,1997,6139829
TJK,1996,6066523
TJK,1995,5948584
TJK,1994,5825368
TJK,1993,5724993
TJK,1992,5649400
TJK,1991,5541205
TJK,1990,5398768
TKM,2023,7364438
TKM,2022,7230193
TKM,2021,7092043
TKM,2020,6949912
TKM,2019,6803944
TKM,2018,6655524
TKM,2017,6507061
TKM,2016,6360041
TKM,2015,6215770
TKM,2014,6075283
TKM,2013,5939341
TKM,2012,5808546
TKM,2011,5683417
TKM,2010,5564356
TKM,2009,5451592
TKM,2008,5345029
TKM,2007,5244046
TKM,2006,5147105
TKM,2005,5052257
TKM,2004,4958093
TKM,2003,4863865
TKM,2002,4769465
TKM,2001,4675409
TKM,2000,4582677
TKM,1999,4492170
TKM,1998,4410507
TKM,1997,4336730
TKM,1996,4263819
TKM,1995,4191203
TKM,1994,4116662
TKM,1993,4032407
TKM,1992,3944689
TKM,1991,3855894
TKM,1990,3760562
UKR,2023,37732836
UKR,2022,41048766
UKR,2021,44298640
UKR,2020,44680014
UKR,2019,44957458
UKR,2018,45208907
UKR,2017,45436041
UKR,2016,45616832
UKR,2015,45784896
UKR,2014,45972380
UKR,2013,46126770
UKR,2012,46210056
UKR,2011,46307853
UKR,2010,46456003
UKR,2009,46623731
UKR,2008,46819175
UKR,2007,47062798
UKR,2006,47278694
UKR,2005,47585556
UKR,2004,47979507
UKR,2003,48315136
UKR,2002,48677281
UKR,2001,49106855
UKR,2000,49556660
UKR,1999,49976446
UKR,1998,50379731
UKR,1997,50786885
UKR,1996,51226109
UKR,1995,51665539
UKR,1994,52075998
UKR,1993,52350126
UKR,1992,52323671
UKR,1991,52170961
UKR,1990,52054092
USA,2023,336806231
USA,2022,334017321
USA,2021,332099760
USA,2020,331577720
USA,2019,330226227
USA,2018,328529577
USA,2017,326608609
USA,2016,324353340
USA,2015,321815121
USA,2014,319257560
USA,2013,316726282
USA,2012,314339099
USA,2011,311839461
USA,2010,309378227
USA,2009,306771529
USA,2008,304093966
USA,2007,301231207
USA,2006,298379912
USA,2005,295516599
USA,2004,292805298
USA,2003,290107933
USA,2002,287625193
USA,2001,284968955
USA,2000,282162411
USA,1999,279040000
USA,1998,275854000
USA,1997,272657000
USA,1996,269394000
USA,1995,266278000
USA,1994,263126000
USA,1993,259919000
USA,1992,256514000
USA,1991,252981000
USA,1990,249623000
VEN,2023,28300854
VEN,2022,28213017
VEN,2021,28237826
VEN,2020,28444077
VEN,2019,28938098
VEN,2018,29807592
VEN,2017,30565323
VEN,2016,30765720
VEN,2015,30573972
VEN,2014,30254079
VEN,2013,29912198
VEN,2012,29553826
VEN,2011,29185212
VEN,2010,28813101
VEN,2009,28438298
VEN,2008,28053696
VEN,2007,27649363
VEN,2006,27224686
VEN,2005,26785804
VEN,2004,26340838
VEN,2003,25892703
VEN,2002,25435671
VEN,2001,24979922
VEN,2000,24526708
VEN,1999,24066593
VEN,1998,23601337
VEN,1997,23131685
VEN,1996,22662113
VEN,1995,22193821
VEN,1994,21725188
VEN,1993,21254520
VEN,1992,20780948
VEN,1991,20304896
VEN,1990,19827010
VGB,2023,38985
VGB,2022,38319
VGB,2021,37809
VGB,2020,37135
VGB,2019,36395
VGB,2018,34657
VGB,2017,32699
VGB,2016,33878
VGB,2015,34498
VGB,2014,32962
VGB,2013,31703
VGB,2012,30345
VGB,2011,28710
VGB,2010,27675
VGB,2009,27218
VGB,2008,26288
VGB,2007,25366
VGB,2006,24493
VGB,2005,23665
VGB,2004,22881
VGB,2003,22134
VGB,2002,21430
VGB,2001,20796
VGB,2000,20241
VGB,1999,19730
VGB,1998,19238
VGB,1997,18756
VGB,1996,18287
VGB,1995,17840
VGB,1994,17406
VGB,1993,16989
VGB,1992,16593
VGB,1991,16187
VGB,1990,15704
ZMB,2023,20723965
ZMB,2022,20152938
ZMB,2021,19603607
ZMB,2020,19059395
ZMB,2019,18513839
ZMB,2018,17973569
ZMB,2017,17441320
ZMB,2016,16914423
ZMB,2015,16399089
ZMB,2014,15895315
ZMB,2013,15398997
ZMB,2012,14913629
ZMB,2011,14437796
ZMB,2010,13965594
ZMB,2009,13490389
ZMB,2008,13021324
ZMB,2007,12565085
ZMB,2006,12129553
ZMB,2005,11718819
ZMB,2004,11338198
ZMB,2003,10983595
ZMB,2002,10647949
ZMB,2001,10325185
ZMB,2000,10017631
ZMB,1999,9740005
ZMB,1998,9482408
ZMB,1997,9237063
ZMB,1996,9004053
ZMB,1995,8785763
ZMB,1994,8576269
ZMB,1993,8373921
ZMB,1992,8176680
ZMB,1991,7981650
ZMB,1990,7786169
ZWE,2023,16340822
ZWE,2022,16069056
ZWE,2021,15797210
ZWE,2020,15526888
ZWE,2019,15271368
ZWE,2018,15034452
ZWE,2017,14812482
ZWE,2016,14600294
ZWE,2015,14399013
ZWE,2014,14207359
ZWE,2013,14013808
ZWE,2012,13817887
ZWE,2011,13595424
ZWE,2010,13356548
ZWE,2009,13142790
ZWE,2008,12959149
ZWE,2007,12804058
ZWE,2006,12636445
ZWE,2005,12483432
ZWE,2004,12365896
ZWE,2003,12232323
ZWE,2002,12087653
ZWE,2001,11971901
ZWE,2000,11892055
ZWE,1999,11783458
ZWE,1998,11594297
ZWE,1997,11369827
ZWE,1996,11158360
ZWE,1995,10974599
ZWE,1994,10873148
ZWE,1993,10860288
ZWE,1992,10702700
ZWE,1991,10404816
ZWE,1990,10137281
KIR,2023,132530
KIR,2022,130469
KIR,2021,128377
KIR,2020,126099
KIR,2019,123921
KIR,2018,122084
KIR,2017,120275
KIR,2016,118478
KIR,2015,116815
KIR,2014,115326
KIR,2013,113838
KIR,2012,112284
KIR,2011,110647
KIR,2010,108704
KIR,2009,106467
KIR,2008,104222
KIR,2007,102068
KIR,2006,100017
KIR,2005,98035
KIR,2004,96085
KIR,2003,94175
KIR,2002,92264
KIR,2001,90335
KIR,2000,88613
KIR,1999,87126
KIR,1998,85657
KIR,1997,84147
KIR,1996,82623
KIR,1995,81234
KIR,1994,80021
KIR,1993,78841
KIR,1992,77641
KIR,1991,76367
KIR,1990,74855
MHL,2023,38827
MHL,2022,40077
MHL,2021,41367
MHL,2020,42706
MHL,2019,44007
MHL,2018,45285
MHL,2017,46529
MHL,2016,47709
MHL,2015,48800
MHL,2014,49796
MHL,2013,50681
MHL,2012,51419
MHL,2011,51907
MHL,2010,52044
MHL,2009,52019
MHL,2008,52030
MHL,2007,52035
MHL,2006,51992
MHL,2005,51906
MHL,2004,51791
MHL,2003,51639
MHL,2002,51425
MHL,2001,51123
MHL,2000,50706
